,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
29,2019-03-09,20:00,Ligue 1,Matchweek 28,Sat,Away,L,1,2,Amiens,1.0,2.3,54.0,10523.0,Anthony Briançon,4-2-2-2,Willy Delajod,Match Report,,14.0,2.0,20.7,0.0,0.0,0.0,2019,Nimes
30,2019-03-16,20:00,Ligue 1,Matchweek 29,Sat,Home,D,2,2,Strasbourg,2.4,0.7,64.0,13114.0,Anthony Briançon,4-3-3,Amaury Delerue,Match Report,,15.0,3.0,16.6,0.0,1.0,1.0,2019,Nimes
31,2019-04-01,20:30,Ligue 1,Matchweek 30,Mon,Away,L,1,2,Saint-Étienne,1.5,2.2,40.0,22595.0,Anthony Briançon,4-4-2,Karim Abed,Match Report,,14.0,6.0,16.6,0.0,0.0,0.0,2019,Nimes
32,2019-04-06,20:00,Ligue 1,Matchweek 31,Sat,Home,W,2,0,Caen,1.1,0.2,49.0,12183.0,Anthony Briançon,4-1-4-1,Olivier Thual,Match Report,,13.0,7.0,18.1,1.0,0.0,0.0,2019,Nimes
33,2019-04-09,19:00,Ligue 1,Matchweek 27,Tue,Home,W,3,1,Rennes,1.7,0.6,46.0,13142.0,Anthony Briançon,4-3-3,Florent Batta,Match Report,,19.0,8.0,18.5,0.0,0.0,0.0,2019,Nimes
34,2019-04-13,17:00,Ligue 1,Matchweek 32,Sat,Away,L,1,2,Marseille,1.1,1.0,41.0,62614.0,Renaud Ripart,4-1-4-1,Franck Schneider,Match Report,,7.0,2.0,21.6,1.0,1.0,1.0,2019,Nimes
35,2019-04-20,20:00,Ligue 1,Matchweek 33,Sat,Home,W,2,1,Bordeaux,1.3,1.1,40.0,17092.0,Renaud Ripart,4-4-2,Florent Batta,Match Report,,7.0,1.0,20.3,0.0,1.0,1.0,2019,Nimes
36,2019-04-28,15:00,Ligue 1,Matchweek 34,Sun,Away,L,0,5,Lille,0.9,2.4,41.0,36356.0,Renaud Ripart,4-3-3,Amaury Delerue,Match Report,,8.0,3.0,20.2,1.0,0.0,0.0,2019,Nimes
37,2019-05-04,20:00,Ligue 1,Matchweek 35,Sat,Away,W,3,0,Reims,2.0,0.4,44.0,13314.0,Anthony Briançon,4-3-3,Thomas Léonard,Match Report,,15.0,5.0,17.4,0.0,0.0,0.0,2019,Nimes
38,2019-05-11,20:00,Ligue 1,Matchweek 36,Sat,Home,W,1,0,Monaco,1.9,0.9,45.0,14811.0,Anthony Briançon,4-1-4-1,Jeremy Stinat,Match Report,,13.0,5.0,14.6,2.0,0.0,0.0,2019,Nimes
39,2019-05-18,21:00,Ligue 1,Matchweek 37,Sat,Away,D,2,2,Guingamp,1.8,2.9,44.0,12096.0,Anthony Briançon,4-3-3,Jérôme Miguelgorry,Match Report,,20.0,4.0,17.1,0.0,0.0,0.0,2019,Nimes
40,2019-05-24,21:05,Ligue 1,Matchweek 38,Fri,Home,L,2,3,Lyon,1.5,1.4,41.0,14986.0,Anthony Briançon,4-3-3,François Letexier,Match Report,,17.0,8.0,16.3,1.0,0.0,0.0,2019,Nimes
0,2018-08-11,20:00,Ligue 1,Matchweek 1,Sat,Away,L,1,3,Lille,0.5,1.7,44.0,25708.0,Benjamin André,4-2-3-1,Willy Delajod,Match Report,,8.0,2.0,23.0,1.0,0.0,0.0,2019,Rennes
1,2018-08-18,20:00,Ligue 1,Matchweek 2,Sat,Home,W,1,0,Angers,0.3,0.4,58.0,19300.0,Benjamin André,4-1-4-1,Olivier Thual,Match Report,,5.0,2.0,22.2,1.0,0.0,0.0,2019,Rennes
2,2018-08-26,21:00,Ligue 1,Matchweek 3,Sun,Away,D,2,2,Marseille,2.0,0.9,36.0,53471.0,Benjamin André,4-1-4-1,Antony Gautier,Match Report,,6.0,1.0,21.3,2.0,1.0,1.0,2019,Rennes
3,2018-09-02,17:00,Ligue 1,Matchweek 4,Sun,Home,W,2,0,Bordeaux,2.3,0.5,46.0,23817.0,Benjamin André,4-2-3-1,Benoît Bastien,Match Report,,16.0,7.0,15.2,0.0,0.0,0.0,2019,Rennes
4,2018-09-14,19:00,Ligue 1,Matchweek 5,Fri,Away,L,1,2,Nice,1.1,1.4,42.0,16887.0,Benjamin André,4-1-4-1,Jérôme Miguelgorry,Match Report,,8.0,1.0,27.4,2.0,0.0,1.0,2019,Rennes
6,2018-09-23,15:00,Ligue 1,Matchweek 6,Sun,Home,L,1,3,Paris S-G,1.3,1.6,39.0,29205.0,Benjamin André,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,14.0,4.0,17.3,1.0,0.0,0.0,2019,Rennes
7,2018-09-26,19:00,Ligue 1,Matchweek 7,Wed,Away,L,1,2,Amiens,2.0,0.7,51.0,10398.0,Benjamin André,4-2-3-1,Johan Hamel,Match Report,,16.0,2.0,15.0,0.0,0.0,0.0,2019,Rennes
8,2018-09-30,15:00,Ligue 1,Matchweek 8,Sun,Home,D,1,1,Toulouse,2.7,0.3,65.0,21173.0,Benjamin André,4-3-3,Thomas Léonard,Match Report,,21.0,6.0,21.7,2.0,1.0,1.0,2019,Rennes
10,2018-10-07,17:00,Ligue 1,Matchweek 9,Sun,Away,W,2,1,Monaco,1.1,0.4,53.0,6268.0,Benjamin André,4-4-2,Olivier Thual,Match Report,,11.0,4.0,19.5,2.0,0.0,0.0,2019,Rennes
11,2018-10-21,17:00,Ligue 1,Matchweek 10,Sun,Away,D,1,1,Saint-Étienne,1.9,1.8,46.0,29557.0,Benjamin André,4-4-1-1,Clément Turpin,Match Report,,14.0,5.0,22.9,3.0,0.0,1.0,2019,Rennes
13,2018-10-28,15:00,Ligue 1,Matchweek 11,Sun,Home,L,0,2,Reims,0.6,0.3,67.0,22710.0,Benjamin André,4-2-3-1,Benoît Millot,Match Report,,11.0,5.0,22.4,3.0,0.0,0.0,2019,Rennes
14,2018-11-03,20:00,Ligue 1,Matchweek 12,Sat,Away,W,2,1,Caen,2.5,1.7,45.0,17284.0,Benjamin André,4-1-4-1,Amaury Delerue,Match Report,,22.0,8.0,16.8,2.0,0.0,0.0,2019,Rennes
16,2018-11-11,17:00,Ligue 1,Matchweek 13,Sun,Home,D,1,1,Nantes,1.8,0.3,59.0,23270.0,Benjamin André,4-1-4-1,Karim Abed,Match Report,,13.0,3.0,18.0,1.0,0.0,1.0,2019,Rennes
17,2018-11-25,15:00,Ligue 1,Matchweek 14,Sun,Away,D,2,2,Montpellier,1.5,2.5,43.0,10761.0,Benjamin André,5-3-2,Jérôme Brisard,Match Report,,15.0,6.0,25.7,4.0,1.0,1.0,2019,Rennes
19,2018-12-02,17:00,Ligue 1,Matchweek 15,Sun,Home,L,1,4,Strasbourg,0.7,3.2,52.0,19867.0,Damien Da Silva,3-4-3,Eric Wattellier,Match Report,,12.0,2.0,18.3,2.0,0.0,0.0,2019,Rennes
20,2018-12-05,19:00,Ligue 1,Matchweek 16,Wed,Away,W,2,0,Lyon,1.4,1.4,39.0,47278.0,Benjamin André,4-2-3-1,Johan Hamel,Match Report,,10.0,2.0,20.4,1.0,0.0,0.0,2019,Rennes
21,2018-12-08,20:00,Ligue 1,Matchweek 17,Sat,Home,W,2,0,Dijon,2.6,0.5,51.0,16975.0,Benjamin André,4-4-1-1,Nicolas Rainville,Match Report,,21.0,9.0,17.9,3.0,0.0,0.0,2019,Rennes
24,2018-12-22,21:00,Ligue 1,Matchweek 19,Sat,Home,W,4,0,Nîmes,2.7,0.9,46.0,22430.0,Benjamin André,4-2-3-1,Jeremy Stinat,Match Report,,13.0,7.0,19.0,1.0,0.0,0.0,2019,Rennes
27,2019-01-13,15:00,Ligue 1,Matchweek 20,Sun,Away,W,1,0,Nantes,0.4,1.7,42.0,31195.0,Benjamin André,4-4-2,Ruddy Buquet,Match Report,,6.0,1.0,21.5,1.0,0.0,0.0,2019,Rennes
28,2019-01-16,19:00,Ligue 1,Matchweek 18,Wed,Away,L,1,2,Guingamp,1.7,0.8,66.0,14179.0,Damien Da Silva,4-2-3-1,Clément Turpin,Match Report,,17.0,3.0,17.6,0.0,0.0,0.0,2019,Rennes
29,2019-01-20,15:00,Ligue 1,Matchweek 21,Sun,Home,D,0,0,Montpellier,0.8,0.5,52.0,23990.0,Benjamin André,4-2-3-1,Jérôme Miguelgorry,Match Report,,16.0,1.0,21.5,3.0,0.0,0.0,2019,Rennes
31,2019-01-27,21:00,Ligue 1,Matchweek 22,Sun,Away,L,1,4,Paris S-G,1.2,2.4,43.0,43307.0,Benjamin André,4-4-2,Karim Abed,Match Report,,10.0,3.0,19.4,1.0,0.0,0.0,2019,Rennes
32,2019-02-02,20:00,Ligue 1,Matchweek 23,Sat,Home,W,1,0,Amiens,1.9,0.8,54.0,17783.0,Benjamin André,4-2-3-1,Olivier Thual,Match Report,,15.0,4.0,15.5,0.0,0.0,0.0,2019,Rennes
34,2019-02-10,17:00,Ligue 1,Matchweek 24,Sun,Home,W,3,0,Saint-Étienne,2.5,1.5,42.0,24230.0,Damien Da Silva,4-4-2,Johan Hamel,Match Report,,14.0,4.0,18.3,0.0,1.0,1.0,2019,Rennes
36,2019-02-17,17:00,Ligue 1,Matchweek 25,Sun,Away,L,0,2,Reims,0.4,0.7,65.0,14792.0,Benjamin André,4-4-2,Florent Batta,Match Report,,10.0,1.0,22.4,1.0,0.0,0.0,2019,Rennes
38,2019-02-24,17:00,Ligue 1,Matchweek 26,Sun,Home,D,1,1,Marseille,1.1,0.5,54.0,28014.0,Benjamin André,4-2-3-1,Mikael Lesage,Match Report,,16.0,3.0,17.8,2.0,0.0,0.0,2019,Rennes
41,2019-03-10,17:00,Ligue 1,Matchweek 28,Sun,Home,W,3,1,Caen,2.0,0.3,57.0,23676.0,Damien Da Silva,4-2-3-1,Benoît Millot,Match Report,,11.0,6.0,15.4,2.0,0.0,0.0,2019,Rennes
43,2019-03-17,17:00,Ligue 1,Matchweek 29,Sun,Away,D,1,1,Bordeaux,0.7,1.7,53.0,19807.0,Benjamin André,4-4-2,Eric Wattellier,Match Report,,10.0,3.0,16.8,0.0,0.0,0.0,2019,Rennes
44,2019-03-29,20:45,Ligue 1,Matchweek 30,Fri,Home,L,0,1,Lyon,1.3,1.9,44.0,27094.0,Benjamin André,4-4-2,Antony Gautier,Match Report,,12.0,2.0,18.3,0.0,0.0,0.0,2019,Rennes
46,2019-04-06,20:00,Ligue 1,Matchweek 31,Sat,Away,D,3,3,Angers,2.2,1.6,55.0,12378.0,Benjamin André,4-4-2,Nicolas Rainville,Match Report,,6.0,4.0,15.5,1.0,1.0,1.0,2019,Rennes
47,2019-04-09,19:00,Ligue 1,Matchweek 27,Tue,Away,L,1,3,Nîmes,0.6,1.7,54.0,13142.0,Benjamin André,4-4-1-1,Florent Batta,Match Report,,7.0,2.0,20.6,1.0,0.0,0.0,2019,Rennes
48,2019-04-14,15:00,Ligue 1,Matchweek 32,Sun,Home,D,0,0,Nice,1.4,0.5,51.0,23706.0,Damien Da Silva,4-4-1-1,Mikael Lesage,Match Report,,14.0,7.0,19.9,1.0,0.0,0.0,2019,Rennes
49,2019-04-19,19:00,Ligue 1,Matchweek 33,Fri,Away,L,2,3,Dijon,0.8,1.3,69.0,12751.0,Benjamin André,4-2-3-1,Olivier Thual,Match Report,,10.0,4.0,17.9,1.0,0.0,0.0,2019,Rennes
51,2019-05-01,19:00,Ligue 1,Matchweek 34,Wed,Home,D,2,2,Monaco,1.8,1.1,51.0,28285.0,Damien Da Silva,4-4-2,Eric Wattellier,Match Report,,10.0,4.0,19.8,0.0,0.0,0.0,2019,Rennes
52,2019-05-05,15:00,Ligue 1,Matchweek 35,Sun,Away,D,2,2,Toulouse,1.9,2.3,45.0,16794.0,Damien Da Silva,4-2-3-1,Willy Delajod,Match Report,,11.0,2.0,14.8,0.0,1.0,1.0,2019,Rennes
53,2019-05-12,15:00,Ligue 1,Matchweek 36,Sun,Home,D,1,1,Guingamp,1.1,2.7,54.0,26119.0,Damien Da Silva,4-2-3-1,Karim Abed,Match Report,,6.0,4.0,15.3,1.0,0.0,0.0,2019,Rennes
54,2019-05-18,21:00,Ligue 1,Matchweek 37,Sat,Away,W,2,0,Strasbourg,0.8,1.9,47.0,25086.0,Damien Da Silva,4-4-2,Thomas Léonard,Match Report,,11.0,6.0,20.9,1.0,0.0,0.0,2019,Rennes
55,2019-05-24,21:05,Ligue 1,Matchweek 38,Fri,Home,W,3,1,Lille,2.2,1.0,44.0,28185.0,Damien Da Silva,4-4-2,Olivier Thual,Match Report,,13.0,7.0,18.4,1.0,1.0,1.0,2019,Rennes
0,2018-08-12,17:00,Ligue 1,Matchweek 1,Sun,Away,W,2,0,Bordeaux,1.5,0.2,66.0,23079.0,Stefan Mitrović,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,17.0,6.0,21.6,2.0,0.0,0.0,2019,Strasbourg
1,2018-08-19,15:00,Ligue 1,Matchweek 2,Sun,Home,D,1,1,Saint-Étienne,0.6,0.4,58.0,25385.0,Stefan Mitrović,4-2-3-1,Benoît Millot,Match Report,,11.0,5.0,19.4,1.0,0.0,0.0,2019,Strasbourg
2,2018-08-24,20:45,Ligue 1,Matchweek 3,Fri,Away,L,0,2,Lyon,0.5,1.6,39.0,47341.0,Stefan Mitrović,4-2-3-1,Amaury Delerue,Match Report,,9.0,1.0,20.5,0.0,0.0,0.0,2019,Strasbourg
3,2018-09-01,20:00,Ligue 1,Matchweek 4,Sat,Home,L,2,3,Nantes,1.4,1.2,49.0,25091.0,Stefan Mitrović,4-1-2-1-2◆,Olivier Thual,Match Report,,10.0,5.0,14.1,0.0,0.0,0.0,2019,Strasbourg
4,2018-09-15,20:00,Ligue 1,Matchweek 5,Sat,Away,D,1,1,Montpellier,0.5,0.4,58.0,10630.0,Stefan Mitrović,3-1-4-2,Willy Delajod,Match Report,,7.0,1.0,18.7,0.0,0.0,0.0,2019,Strasbourg
5,2018-09-22,20:00,Ligue 1,Matchweek 6,Sat,Home,W,3,1,Amiens,1.3,0.7,53.0,24683.0,Stefan Mitrović,3-4-1-2,Jeremy Stinat,Match Report,,13.0,6.0,20.7,1.0,0.0,0.0,2019,Strasbourg
6,2018-09-26,19:00,Ligue 1,Matchweek 7,Wed,Away,L,2,3,Marseille,0.8,1.4,47.0,47099.0,Stefan Mitrović,4-4-1-1,François Letexier,Match Report,,9.0,5.0,21.1,0.0,0.0,0.0,2019,Strasbourg
7,2018-09-29,20:00,Ligue 1,Matchweek 8,Sat,Home,W,3,0,Dijon,1.0,1.1,49.0,25060.0,Stefan Mitrović,3-4-1-2,Eric Wattellier,Match Report,,7.0,5.0,15.2,0.0,0.0,0.0,2019,Strasbourg
8,2018-10-06,20:00,Ligue 1,Matchweek 9,Sat,Away,D,2,2,Angers,1.3,2.5,38.0,8930.0,Stefan Mitrović,3-4-1-2,Johan Hamel,Match Report,,9.0,4.0,16.2,0.0,0.0,0.0,2019,Strasbourg
9,2018-10-20,20:00,Ligue 1,Matchweek 10,Sat,Home,W,2,1,Monaco,0.9,1.5,47.0,25358.0,Stefan Mitrović,5-4-1,Nicolas Rainville,Match Report,,8.0,5.0,20.2,0.0,0.0,0.0,2019,Strasbourg
10,2018-10-27,20:00,Ligue 1,Matchweek 11,Sat,Away,D,1,1,Guingamp,1.5,1.2,64.0,13643.0,Stefan Mitrović,3-5-2,Willy Delajod,Match Report,,12.0,4.0,20.6,0.0,0.0,1.0,2019,Strasbourg
12,2018-11-03,20:00,Ligue 1,Matchweek 12,Sat,Home,D,1,1,Toulouse,1.0,1.0,69.0,25034.0,Stefan Mitrović,3-5-2,Jérôme Miguelgorry,Match Report,,18.0,2.0,18.3,0.0,0.0,0.0,2019,Strasbourg
13,2018-11-09,20:45,Ligue 1,Matchweek 13,Fri,Away,D,0,0,Lille,0.2,1.4,28.0,27544.0,Stefan Mitrović,5-4-1,Olivier Thual,Match Report,,4.0,1.0,18.4,0.0,0.0,0.0,2019,Strasbourg
14,2018-11-24,20:00,Ligue 1,Matchweek 14,Sat,Home,L,0,1,Nîmes,0.9,1.0,65.0,25128.0,Stefan Mitrović,3-4-1-2,Benoît Millot,Match Report,,12.0,4.0,20.0,0.0,0.0,0.0,2019,Strasbourg
15,2018-12-02,17:00,Ligue 1,Matchweek 15,Sun,Away,W,4,1,Rennes,3.2,0.7,48.0,19867.0,Jonas Martin,3-4-3,Eric Wattellier,Match Report,,12.0,6.0,19.3,0.0,2.0,2.0,2019,Strasbourg
16,2018-12-05,21:00,Ligue 1,Matchweek 16,Wed,Home,D,1,1,Paris S-G,1.0,2.3,33.0,25702.0,Jonas Martin,5-4-1,Antony Gautier,Match Report,,3.0,1.0,20.2,0.0,1.0,1.0,2019,Strasbourg
17,2018-12-09,15:00,Ligue 1,Matchweek 17,Sun,Home,D,2,2,Caen,1.1,0.5,62.0,25048.0,Stefan Mitrović,3-5-2,Olivier Thual,Match Report,,10.0,4.0,18.8,1.0,0.0,0.0,2019,Strasbourg
18,2018-12-15,20:00,Ligue 1,Matchweek 18,Sat,Away,L,1,2,Reims,0.4,0.6,50.0,12171.0,Stefan Mitrović,3-5-2,Florent Batta,Match Report,,5.0,2.0,21.0,0.0,0.0,0.0,2019,Strasbourg
20,2018-12-22,21:00,Ligue 1,Matchweek 19,Sat,Home,W,2,0,Nice,1.9,1.6,46.0,25113.0,Stefan Mitrović,3-5-2,Willy Delajod,Match Report,,11.0,5.0,15.1,0.0,0.0,0.0,2019,Strasbourg
22,2019-01-13,17:00,Ligue 1,Matchweek 20,Sun,Away,W,2,1,Toulouse,1.4,1.7,46.0,15465.0,Stefan Mitrović,5-3-2,Hakim Ben El Hadj Salem,Match Report,,12.0,5.0,21.5,1.0,0.0,0.0,2019,Strasbourg
24,2019-01-19,20:00,Ligue 1,Matchweek 21,Sat,Away,W,5,1,Monaco,1.5,0.9,54.0,7298.0,Stefan Mitrović,3-5-1-1,François Letexier,Match Report,,16.0,6.0,17.7,1.0,0.0,0.0,2019,Strasbourg
26,2019-01-26,20:00,Ligue 1,Matchweek 22,Sat,Home,W,1,0,Bordeaux,0.7,0.7,51.0,25214.0,Dimitri Liénard,3-5-1-1,Florent Batta,Match Report,,10.0,5.0,23.0,1.0,0.0,0.0,2019,Strasbourg
28,2019-02-09,20:00,Ligue 1,Matchweek 24,Sat,Home,L,1,2,Angers,1.1,0.8,67.0,25010.0,Stefan Mitrović,3-4-1-2,Amaury Delerue,Match Report,,16.0,7.0,19.5,0.0,0.0,0.0,2019,Strasbourg
29,2019-02-13,19:00,Ligue 1,Matchweek 23,Wed,Away,L,1,2,Saint-Étienne,0.7,1.6,37.0,16406.0,Stefan Mitrović,3-5-2,Jérôme Brisard,Match Report,,9.0,2.0,15.5,0.0,0.0,0.0,2019,Strasbourg
30,2019-02-17,15:00,Ligue 1,Matchweek 25,Sun,Away,D,0,0,Caen,0.7,0.5,53.0,14290.0,Stefan Mitrović,5-3-2,Thomas Léonard,Match Report,,15.0,3.0,19.3,0.0,0.0,0.0,2019,Strasbourg
31,2019-02-22,20:45,Ligue 1,Matchweek 26,Fri,Home,D,1,1,Lille,0.5,1.1,51.0,25303.0,Pablo Martinez,3-5-1-1,Clément Turpin,Match Report,,9.0,2.0,18.4,1.0,0.0,0.0,2019,Strasbourg
32,2019-03-03,15:00,Ligue 1,Matchweek 27,Sun,Away,L,0,1,Nice,0.5,1.4,51.0,17479.0,Stefan Mitrović,3-5-2,Eric Wattellier,Match Report,,10.0,1.0,19.3,0.0,0.0,0.0,2019,Strasbourg
33,2019-03-09,17:00,Ligue 1,Matchweek 28,Sat,Home,D,2,2,Lyon,0.9,3.9,46.0,25463.0,Stefan Mitrović,3-1-4-2,Jérôme Miguelgorry,Match Report,,17.0,7.0,20.4,0.0,0.0,0.0,2019,Strasbourg
34,2019-03-16,20:00,Ligue 1,Matchweek 29,Sat,Away,D,2,2,Nîmes,0.7,2.4,36.0,13114.0,Stefan Mitrović,3-1-4-2,Amaury Delerue,Match Report,,6.0,2.0,20.9,0.0,0.0,0.0,2019,Strasbourg
36,2019-04-03,19:00,Ligue 1,Matchweek 30,Wed,Home,W,4,0,Reims,2.4,1.2,47.0,25081.0,Stefan Mitrović,4-3-3,Jeremy Stinat,Match Report,,12.0,7.0,20.1,0.0,1.0,1.0,2019,Strasbourg
37,2019-04-07,21:00,Ligue 1,Matchweek 31,Sun,Away,D,2,2,Paris S-G,0.6,3.4,26.0,47419.0,Stefan Mitrović,5-4-1,Thomas Léonard,Match Report,,9.0,4.0,15.9,0.0,0.0,0.0,2019,Strasbourg
38,2019-04-13,20:00,Ligue 1,Matchweek 32,Sat,Home,D,3,3,Guingamp,1.7,1.9,64.0,25190.0,Stefan Mitrović,4-2-3-1,Antony Gautier,Match Report,,9.0,6.0,17.6,1.0,0.0,0.0,2019,Strasbourg
39,2019-04-20,20:00,Ligue 1,Matchweek 33,Sat,Home,L,1,3,Montpellier,0.4,2.5,54.0,25192.0,Stefan Mitrović,4-3-3,François Letexier,Match Report,,6.0,1.0,19.5,0.0,0.0,0.0,2019,Strasbourg
40,2019-04-28,15:00,Ligue 1,Matchweek 34,Sun,Away,D,0,0,Amiens,0.3,0.5,52.0,11833.0,Stefan Mitrović,3-4-3,Stéphanie Frappart,Match Report,,7.0,1.0,22.9,0.0,0.0,0.0,2019,Strasbourg
41,2019-05-03,20:45,Ligue 1,Matchweek 35,Fri,Home,D,1,1,Marseille,1.1,1.6,44.0,25962.0,Stefan Mitrović,3-5-2,Jérôme Miguelgorry,Match Report,,6.0,2.0,22.9,1.0,0.0,1.0,2019,Strasbourg
42,2019-05-11,20:00,Ligue 1,Matchweek 36,Sat,Away,L,1,2,Dijon,2.0,1.4,53.0,13105.0,Stefan Mitrović,3-1-4-2,Hakim Ben El Hadj Salem,Match Report,,17.0,6.0,16.6,0.0,0.0,0.0,2019,Strasbourg
43,2019-05-18,21:00,Ligue 1,Matchweek 37,Sat,Home,L,0,2,Rennes,1.9,0.8,53.0,25086.0,Stefan Mitrović,5-3-2,Thomas Léonard,Match Report,,19.0,5.0,17.9,0.0,0.0,0.0,2019,Strasbourg
44,2019-05-24,21:05,Ligue 1,Matchweek 38,Fri,Away,W,1,0,Nantes,0.9,1.7,49.0,30636.0,Stefan Mitrović,3-5-1-1,Karim Abed,Match Report,,4.0,0.0,29.7,0.0,1.0,1.0,2019,Strasbourg
0,2018-08-11,17:00,Ligue 1,Matchweek 1,Sat,Home,L,1,3,Monaco,1.4,2.6,65.0,32760.0,Valentin Rongier,4-2-3-1,Jérôme Brisard,Match Report,,16.0,4.0,18.2,0.0,0.0,0.0,2019,Nantes
1,2018-08-18,20:00,Ligue 1,Matchweek 2,Sat,Away,L,0,2,Dijon,0.3,2.9,68.0,13617.0,Valentin Rongier,4-2-3-1,Jeremy Stinat,Match Report,,7.0,0.0,23.6,1.0,0.0,0.0,2019,Nantes
2,2018-08-25,20:00,Ligue 1,Matchweek 3,Sat,Home,D,1,1,Caen,1.8,0.6,65.0,19674.0,Valentin Rongier,4-3-3,Hakim Ben El Hadj Salem,Match Report,,15.0,2.0,26.5,4.0,1.0,1.0,2019,Nantes
3,2018-09-01,20:00,Ligue 1,Matchweek 4,Sat,Away,W,3,2,Strasbourg,1.2,1.4,51.0,25091.0,Valentin Rongier,4-3-3,Olivier Thual,Match Report,,14.0,5.0,20.8,1.0,0.0,0.0,2019,Nantes
4,2018-09-16,15:00,Ligue 1,Matchweek 5,Sun,Home,D,0,0,Reims,0.9,0.5,66.0,18981.0,Valentin Rongier,4-3-3,Eric Wattellier,Match Report,,12.0,6.0,17.4,1.0,0.0,0.0,2019,Nantes
5,2018-09-22,17:00,Ligue 1,Matchweek 6,Sat,Away,L,1,2,Lille,1.8,0.8,57.0,27353.0,Valentin Rongier,4-2-3-1,Benoît Bastien,Match Report,,11.0,4.0,15.8,0.0,0.0,0.0,2019,Nantes
6,2018-09-25,19:00,Ligue 1,Matchweek 7,Tue,Home,L,1,2,Nice,1.0,1.1,51.0,16604.0,Valentin Rongier,4-2-3-1,Mikael Lesage,Match Report,,10.0,3.0,23.9,1.0,0.0,0.0,2019,Nantes
7,2018-09-29,20:00,Ligue 1,Matchweek 8,Sat,Away,D,1,1,Lyon,1.2,2.2,50.0,50319.0,Valentin Rongier,4-1-4-1,Franck Schneider,Match Report,,19.0,4.0,21.0,1.0,0.0,0.0,2019,Nantes
8,2018-10-07,15:00,Ligue 1,Matchweek 9,Sun,Away,L,0,3,Bordeaux,0.6,1.7,46.0,18307.0,Valentin Rongier,4-2-3-1,François Letexier,Match Report,,12.0,2.0,20.2,0.0,0.0,0.0,2019,Nantes
9,2018-10-20,20:00,Ligue 1,Matchweek 10,Sat,Home,W,4,0,Toulouse,2.5,0.5,48.0,22613.0,Valentin Rongier,4-2-3-1,Benoît Bastien,Match Report,,17.0,9.0,20.7,0.0,0.0,0.0,2019,Nantes
10,2018-10-27,20:00,Ligue 1,Matchweek 11,Sat,Away,W,2,1,Amiens,1.6,1.2,40.0,11384.0,Valentin Rongier,4-3-3,Jeremy Stinat,Match Report,,12.0,5.0,23.4,0.0,0.0,0.0,2019,Nantes
12,2018-11-04,15:00,Ligue 1,Matchweek 12,Sun,Home,W,5,0,Guingamp,2.5,0.2,55.0,25753.0,Valentin Rongier,4-3-3,Jérôme Brisard,Match Report,,18.0,9.0,19.3,0.0,1.0,1.0,2019,Nantes
13,2018-11-11,17:00,Ligue 1,Matchweek 13,Sun,Away,D,1,1,Rennes,0.3,1.8,41.0,23270.0,Valentin Rongier,4-3-3,Karim Abed,Match Report,,7.0,3.0,26.4,0.0,0.0,0.0,2019,Nantes
14,2018-11-24,20:00,Ligue 1,Matchweek 14,Sat,Home,D,1,1,Angers,1.7,0.8,65.0,23682.0,Diego Carlos,4-3-3,Clément Turpin,Match Report,,24.0,8.0,18.7,2.0,0.0,0.0,2019,Nantes
15,2018-11-30,20:45,Ligue 1,Matchweek 15,Fri,Away,L,0,3,Saint-Étienne,0.3,2.4,36.0,21884.0,Diego Carlos,4-1-4-1,Jérôme Brisard,Match Report,,7.0,1.0,23.8,0.0,0.0,0.0,2019,Nantes
16,2018-12-05,19:00,Ligue 1,Matchweek 16,Wed,Home,W,3,2,Marseille,1.4,1.3,45.0,32663.0,Valentin Rongier,4-3-3,François Letexier,Match Report,,11.0,4.0,17.7,1.0,0.0,0.0,2019,Nantes
18,2018-12-22,21:00,Ligue 1,Matchweek 19,Sat,Away,L,0,1,Paris S-G,0.5,2.1,33.0,47511.0,Valentin Rongier,3-5-1-1,Karim Abed,Match Report,,11.0,2.0,21.9,0.0,0.0,0.0,2019,Nantes
20,2019-01-08,19:00,Ligue 1,Matchweek 18,Tue,Home,W,2,0,Montpellier,1.4,0.8,61.0,15780.0,Valentin Rongier,3-5-2,Willy Delajod,Match Report,,16.0,5.0,21.1,1.0,0.0,0.0,2019,Nantes
21,2019-01-13,15:00,Ligue 1,Matchweek 20,Sun,Home,L,0,1,Rennes,1.7,0.4,58.0,31195.0,Valentin Rongier,4-3-3,Ruddy Buquet,Match Report,,22.0,3.0,20.2,0.0,0.0,0.0,2019,Nantes
22,2019-01-16,19:00,Ligue 1,Matchweek 17,Wed,Away,L,0,1,Nîmes,0.6,0.9,43.0,12806.0,Valentin Rongier,4-3-3,Hakim Ben El Hadj Salem,Match Report,,11.0,3.0,23.3,2.0,0.0,0.0,2019,Nantes
23,2019-01-20,17:00,Ligue 1,Matchweek 21,Sun,Away,L,0,1,Angers,1.2,0.2,57.0,12412.0,Valentin Rongier,4-3-3,Benoît Millot,Match Report,,13.0,4.0,22.1,0.0,0.0,0.0,2019,Nantes
